ORDER_NO,CUST_ID,BRANCH,ORDER_DT,SHIP_DT,STATUS,AMT
ORD0010576,1087,4,04/06/2020,,CANCELLED,$730.55
ORD0015699,1307,1,12/30/2022,01/01/2023,FULFILLED,$965.25
ORD0025152,146,1,05/01/2021,05/04/2021,FULFILLED,$213.30
ORD0016744,563,4,09/06/2023,09/08/2023,FULFILLED,$723.11
ORD0018894,1847,5,11/14/2023,11/17/2023,FULFILLED,$228.86
ORD0054173,431,5,05/12/2022,05/16/2022,FULFILLED,$41.55
ORD0039961,2315,1,08/25/2023,08/29/2023,FULFILLED,$628.78
ORD0052440,901,1,09/22/2022,09/25/2022,FULFILLED,"$1,269.86"
ORD0010555,923,1,10/15/2022,10/17/2022,FULFILLED,$947.65
ORD0066861,1548,1,03/23/2023,03/28/2023,RETURNED,"$2,712.12"
ORD0021791,2431,6,10/28/2022,10/31/2022,FULFILLED,"$1,675.86"
ORD0052970,2266,9,11/19/2021,11/21/2021,FULFILLED,$355.08
ORD0064256,782,1,03/02/2021,03/03/2021,FULFILLED,$522.49
ORD0021480,1100,6,12/23/2019,12/24/2019,FULFILLED,"$1,279.21"
ORD0031110,540,6,08/17/2022,08/18/2022,RETURNED,$973.49
ORD0054942,1337,7,09/20/2023,09/22/2023,FULFILLED,$357.72
ORD0066880,1081,8,03/21/2022,03/23/2022,FULFILLED,"$1,419.47"
ORD0069716,1815,1,01/31/2022,02/01/2022,RETURNED,"$2,083.71"
ORD0035107,1622,3,11/09/2021,11/10/2021,FULFILLED,$733.92
ORD0058672,250,4,10/06/2021,10/07/2021,FULFILLED,"$1,757.04"
ORD0015292,2348,3,12/08/2022,,CANCELLED,$230.57
ORD0061875,1559,8,06/13/2022,06/17/2022,FULFILLED,$769.63
ORD0066021,1054,8,01/07/2022,01/08/2022,FULFILLED,$990.71
ORD0069487,1566,10,05/04/2023,05/06/2023,RETURNED,$468.56
ORD0060830,1106,2,07/10/2020,07/14/2020,FULFILLED,$663.98
ORD0035162,1636,1,12/01/2020,12/06/2020,FULFILLED,$745.09
ORD0062983,122,6,01/17/2019,01/22/2019,FULFILLED,$947.28
ORD0012575,1549,10,01/30/2023,01/31/2023,RETURNED,$63.02
ORD0066907,648,10,06/05/2020,06/06/2020,FULFILLED,$815.93
ORD0004345,1131,1,07/12/2019,07/16/2019,FULFILLED,$516.51
ORD0005817,1516,10,05/21/2022,05/26/2022,FULFILLED,"$1,213.37"
ORD0004227,444,8,08/02/2023,08/04/2023,FULFILLED,$102.28
ORD0030572,478,6,10/10/2021,10/11/2021,FULFILLED,"$1,218.63"
ORD0010479,899,1,11/13/2023,11/17/2023,FULFILLED,"$1,118.02"
ORD0069342,1592,7,07/05/2021,07/10/2021,FULFILLED,"$1,627.96"
ORD0029086,663,8,01/04/2022,01/05/2022,FULFILLED,"$2,299.37"
ORD0063634,1369,6,07/20/2020,07/25/2020,FULFILLED,$323.25
ORD0010482,2349,1,04/19/2022,04/24/2022,FULFILLED,$207.20
ORD0059587,1677,3,12/19/2019,12/21/2019,FULFILLED,"$1,027.52"
ORD0021532,687,8,02/18/2022,02/19/2022,FULFILLED,$449.45
ORD0005694,1499,10,01/17/2019,01/22/2019,FULFILLED,$437.88
ORD0054262,662,7,07/08/2021,07/12/2021,FULFILLED,$951.12
ORD0044401,1105,8,12/15/2021,12/19/2021,FULFILLED,$361.54
ORD0002148,997,1,09/30/2022,10/03/2022,FULFILLED,$413.24
ORD0067909,660,8,05/08/2020,05/12/2020,FULFILLED,$802.44
ORD0057180,2458,1,06/24/2020,06/28/2020,FULFILLED,$43.08
ORD0023670,1352,4,09/25/2019,,CANCELLED,$581.87
ORD0027644,435,4,03/06/2019,,CANCELLED,$597.44
ORD0001421,405,1,04/26/2022,04/27/2022,FULFILLED,$233.00
ORD0015167,1183,6,12/14/2021,12/18/2021,FULFILLED,$545.20
ORD0009487,972,1,03/25/2021,03/28/2021,FULFILLED,$420.33
ORD0007883,1286,4,09/23/2020,09/25/2020,FULFILLED,$587.90
ORD0063216,1334,1,04/19/2022,04/24/2022,FULFILLED,$350.11
ORD0001066,1329,4,12/31/2023,01/02/2024,FULFILLED,"$1,655.01"
ORD0045090,1766,1,09/13/2021,09/17/2021,FULFILLED,$927.79
ORD0055302,1278,1,12/12/2022,12/16/2022,RETURNED,"$1,214.29"
ORD0045265,1308,8,10/18/2022,10/20/2022,FULFILLED,$225.64
ORD0004666,218,4,08/20/2020,08/23/2020,FULFILLED,$855.31
ORD0056074,246,8,12/02/2022,12/07/2022,FULFILLED,$785.64
ORD0058604,2393,8,04/14/2021,04/18/2021,FULFILLED,$159.47
ORD0046794,2026,1,10/22/2020,10/25/2020,FULFILLED,$96.60
ORD0001842,2326,3,05/28/2019,05/31/2019,FULFILLED,$238.14
ORD0047206,1871,5,07/20/2019,07/21/2019,FULFILLED,"$1,510.47"
ORD0071208,831,4,06/02/2023,06/06/2023,FULFILLED,$404.57
ORD0020635,2387,1,07/03/2021,07/06/2021,FULFILLED,$982.46
ORD0010934,1251,1,02/14/2019,02/17/2019,FULFILLED,$245.73
ORD0021359,571,3,11/24/2022,11/28/2022,FULFILLED,$184.78
ORD0007483,811,3,02/23/2020,02/28/2020,FULFILLED,$820.71
ORD0017022,2192,5,01/13/2023,01/16/2023,FULFILLED,$635.63
ORD0020728,2182,1,10/21/2022,10/26/2022,FULFILLED,"$1,096.99"
ORD0015755,1779,2,09/10/2019,09/11/2019,FULFILLED,$209.70
ORD0034718,2239,7,06/03/2021,06/05/2021,FULFILLED,$421.82
ORD0019010,1827,6,10/14/2022,10/15/2022,FULFILLED,$687.07
ORD0016746,862,5,01/21/2020,01/25/2020,FULFILLED,$595.36
ORD0063409,2441,1,08/15/2019,08/20/2019,FULFILLED,$504.19
ORD0053444,1562,7,11/22/2021,11/23/2021,FULFILLED,$871.73
ORD0020562,1093,1,08/15/2023,08/19/2023,FULFILLED,$463.98
ORD0058390,553,6,01/27/2019,01/29/2019,FULFILLED,"$3,307.52"
ORD0005779,1135,6,10/20/2019,10/21/2019,FULFILLED,$703.16
ORD0047609,1242,5,04/29/2021,05/04/2021,FULFILLED,$178.12
ORD0008916,1360,5,04/21/2020,04/22/2020,FULFILLED,$754.56
ORD0040944,1770,6,04/19/2022,,CANCELLED,$824.46
ORD0067053,1027,1,03/11/2021,03/12/2021,FULFILLED,$544.31
ORD0011358,781,3,10/31/2023,11/05/2023,FULFILLED,$185.37
ORD0002932,1375,6,08/03/2020,08/04/2020,FULFILLED,$863.49
ORD0001266,763,1,01/30/2020,02/04/2020,FULFILLED,"$1,650.90"
ORD0053226,210,9,08/28/2023,08/29/2023,FULFILLED,$115.39
ORD0047413,945,1,10/21/2019,,CANCELLED,$355.33
ORD0015620,134,1,03/06/2022,03/09/2022,FULFILLED,"$2,348.77"
ORD0067598,1207,9,03/08/2022,03/12/2022,FULFILLED,"$1,452.05"
ORD0036460,1540,2,01/09/2020,01/13/2020,FULFILLED,"$3,429.60"
ORD0018632,1867,6,11/18/2022,11/20/2022,FULFILLED,"$1,200.79"
ORD0012552,1634,1,05/09/2023,05/13/2023,FULFILLED,"$1,700.79"
ORD0051022,1596,1,10/14/2022,10/18/2022,FULFILLED,$661.26
ORD0066449,49,3,08/13/2019,08/17/2019,FULFILLED,"$1,256.92"
ORD0049509,999,6,01/25/2023,01/28/2023,FULFILLED,$307.20
ORD0023564,2432,5,03/30/2020,04/03/2020,FULFILLED,$254.04
ORD0036009,1531,7,02/15/2019,02/19/2019,FULFILLED,$856.61
ORD0044138,1550,10,09/21/2022,09/26/2022,FULFILLED,$542.26
ORD0014080,1039,6,03/14/2023,03/17/2023,FULFILLED,"$1,053.66"
ORD0042366,1925,7,07/18/2021,07/23/2021,FULFILLED,$630.95
ORD0016901,753,7,05/25/2022,05/26/2022,FULFILLED,$101.20
ORD0068565,1358,7,05/17/2019,05/22/2019,FULFILLED,"$1,953.66"
ORD0021535,2456,7,09/30/2020,10/01/2020,FULFILLED,$358.02
ORD0031503,98,4,03/14/2023,03/19/2023,FULFILLED,$77.70
ORD0013019,1190,10,03/18/2022,03/21/2022,FULFILLED,$936.43
ORD0001419,458,1,01/04/2021,01/08/2021,FULFILLED,"$1,642.85"
ORD0017029,2175,4,06/26/2020,07/01/2020,FULFILLED,"$1,010.34"
ORD0009231,751,1,04/02/2022,04/05/2022,FULFILLED,"$1,790.04"
ORD0038921,1146,1,01/15/2019,01/17/2019,FULFILLED,$250.32
ORD0029730,2175,4,05/23/2022,05/28/2022,FULFILLED,"$2,223.84"
ORD0058704,206,8,12/12/2021,12/14/2021,FULFILLED,"$2,033.15"
ORD0013271,316,8,12/05/2022,12/08/2022,FULFILLED,$722.48
ORD0006466,875,4,11/29/2022,12/03/2022,FULFILLED,$952.54
ORD0010303,2496,7,03/09/2020,03/11/2020,FULFILLED,"$1,027.26"
ORD0064648,2209,1,05/16/2022,05/19/2022,FULFILLED,$650.35
ORD0023303,868,5,06/30/2020,07/05/2020,FULFILLED,$661.40
ORD0056772,1994,1,11/16/2023,11/20/2023,FULFILLED,$861.60
ORD0003321,1817,10,12/07/2022,12/08/2022,FULFILLED,$794.31
ORD0053344,1449,4,05/05/2021,05/09/2021,RETURNED,"$1,900.23"
ORD0027596,11,1,03/14/2023,03/19/2023,FULFILLED,$72.63
ORD0032804,1873,4,02/21/2023,02/22/2023,FULFILLED,$69.45
ORD0026572,914,9,10/28/2021,10/30/2021,RETURNED,$17.60
ORD0002015,1757,6,08/25/2021,08/28/2021,FULFILLED,$737.09
ORD0002269,1270,1,03/21/2021,03/25/2021,FULFILLED,$73.22
ORD0066742,500,4,08/08/2019,08/13/2019,FULFILLED,$134.98
ORD0010454,1455,4,10/07/2019,10/09/2019,FULFILLED,$950.04
ORD0021361,1319,6,02/16/2023,02/21/2023,FULFILLED,$617.79
ORD0033384,76,10,02/03/2023,02/04/2023,FULFILLED,$357.70
ORD0058301,536,2,03/16/2020,03/17/2020,FULFILLED,$815.88
ORD0001712,2158,1,06/14/2023,06/19/2023,FULFILLED,$781.65
ORD0017536,261,8,01/08/2021,,CANCELLED,$443.31
ORD0031156,2313,1,06/24/2022,06/29/2022,FULFILLED,$241.55
ORD0056572,2416,7,06/09/2020,06/13/2020,FULFILLED,$578.12
ORD0045397,2411,1,11/07/2023,11/12/2023,FULFILLED,$131.01
ORD0066559,121,1,12/06/2021,12/10/2021,FULFILLED,$691.08
ORD0016165,739,1,02/25/2021,02/28/2021,FULFILLED,"$1,515.90"
ORD0005038,1601,1,11/13/2023,11/14/2023,FULFILLED,$761.40
ORD0051004,78,5,07/19/2021,07/20/2021,FULFILLED,$210.27
ORD0008755,1174,8,08/18/2022,08/19/2022,FULFILLED,"$1,334.74"
ORD0010194,368,4,10/20/2022,10/24/2022,FULFILLED,"$1,108.93"
ORD0027631,1058,4,05/09/2022,05/12/2022,FULFILLED,"$3,875.80"
ORD0050474,2146,4,11/11/2022,11/13/2022,FULFILLED,"$2,185.10"
ORD0028092,8,6,11/05/2019,11/09/2019,FULFILLED,$481.82
ORD0058632,1472,1,01/18/2023,01/22/2023,FULFILLED,"$1,157.96"
ORD0042150,414,4,11/08/2021,11/11/2021,FULFILLED,$418.74
ORD0065829,1922,5,05/19/2023,,CANCELLED,$940.94
ORD0008684,1709,8,04/21/2023,04/23/2023,FULFILLED,"$1,075.91"
ORD0048851,556,1,11/19/2021,11/22/2021,FULFILLED,$665.01
ORD0007343,2248,9,02/15/2023,02/16/2023,FULFILLED,"$1,428.79"
ORD0062664,1274,8,12/04/2019,12/09/2019,FULFILLED,"$2,982.77"
ORD0065779,1899,4,07/09/2019,07/14/2019,FULFILLED,$738.50
ORD0010633,452,4,10/03/2022,10/04/2022,FULFILLED,$799.59
ORD0050946,2123,3,10/19/2021,10/23/2021,FULFILLED,$829.11
ORD0020552,445,6,10/17/2023,10/22/2023,FULFILLED,$826.23
ORD0024575,1938,10,02/02/2022,02/04/2022,FULFILLED,$267.88
ORD0046687,1670,3,09/28/2022,10/02/2022,FULFILLED,"$2,067.87"
ORD0010189,656,9,02/18/2021,02/22/2021,FULFILLED,$384.34
ORD0045083,874,1,11/23/2020,11/27/2020,FULFILLED,"$1,045.05"
ORD0027874,1456,2,01/22/2020,01/27/2020,FULFILLED,$227.76
ORD0071181,2344,6,09/30/2020,10/03/2020,FULFILLED,$705.84
ORD0046170,1865,10,07/06/2020,07/09/2020,FULFILLED,"$1,876.13"
ORD0068240,927,6,09/08/2023,09/10/2023,FULFILLED,$633.72
ORD0062679,350,1,11/21/2022,11/26/2022,FULFILLED,"$1,722.36"
ORD0064206,2356,9,06/25/2023,06/28/2023,RETURNED,$297.60
ORD0040236,1764,7,02/05/2023,02/07/2023,FULFILLED,$131.22
ORD0027583,373,4,04/13/2021,04/17/2021,FULFILLED,$74.20
ORD0057725,750,6,11/30/2022,12/03/2022,RETURNED,$257.58
ORD0019695,2105,8,02/01/2020,02/06/2020,FULFILLED,$265.19
ORD0045788,1312,1,08/25/2020,08/26/2020,FULFILLED,"$1,181.22"
ORD0003800,2074,7,09/03/2019,09/06/2019,FULFILLED,$558.98
ORD0011295,158,1,05/26/2023,,CANCELLED,$83.20
ORD0024448,518,4,10/23/2020,10/26/2020,FULFILLED,$537.82
ORD0068905,507,7,03/07/2023,03/11/2023,FULFILLED,"$1,031.05"
ORD0034446,1589,6,08/27/2022,08/30/2022,FULFILLED,$54.42
ORD0026096,491,9,11/22/2022,11/25/2022,FULFILLED,$943.10
ORD0008122,1033,10,10/18/2022,10/21/2022,FULFILLED,$639.58
ORD0022174,434,4,02/06/2020,02/10/2020,FULFILLED,"$1,258.06"
ORD0028765,2203,2,03/01/2019,03/03/2019,FULFILLED,$58.68
ORD0014605,1557,1,11/01/2019,11/03/2019,FULFILLED,"$2,206.17"
ORD0055532,1575,1,05/10/2023,05/14/2023,FULFILLED,$252.12
ORD0036004,1862,1,11/22/2023,11/23/2023,FULFILLED,$638.88
ORD0006633,2061,1,08/23/2023,08/24/2023,FULFILLED,$816.73
ORD0010589,1426,10,04/02/2021,04/03/2021,FULFILLED,$523.59
ORD0034416,1019,1,04/03/2019,04/04/2019,FULFILLED,$630.42
ORD0033376,621,5,03/29/2020,03/31/2020,FULFILLED,$941.15
ORD0010821,394,5,12/06/2022,12/10/2022,FULFILLED,$732.10
ORD0049552,658,6,12/29/2021,12/31/2021,FULFILLED,$87.12
ORD0001000,1992,3,05/10/2022,05/14/2022,FULFILLED,$425.62
ORD0051411,563,3,09/07/2021,09/10/2021,FULFILLED,$172.98
ORD0063070,1608,2,11/23/2019,11/25/2019,FULFILLED,$612.18
ORD0055671,883,1,12/25/2021,12/30/2021,FULFILLED,$560.42
ORD0030352,1697,5,02/20/2023,02/23/2023,FULFILLED,$988.92
ORD0026032,706,1,12/21/2023,12/22/2023,FULFILLED,$64.84
ORD0062834,245,1,08/26/2020,08/28/2020,FULFILLED,$320.39
ORD0038279,1302,1,11/08/2023,11/13/2023,FULFILLED,$539.60
ORD0060492,1633,1,01/10/2023,01/12/2023,FULFILLED,"$1,400.99"
ORD0050310,2276,9,09/03/2021,,CANCELLED,$449.19
ORD0013542,931,4,01/26/2022,01/28/2022,FULFILLED,$217.19
ORD0019883,1042,6,04/28/2023,05/03/2023,RETURNED,$86.64
ORD0030875,774,1,03/09/2020,03/10/2020,FULFILLED,$483.78
ORD0021414,1947,9,07/24/2019,07/29/2019,FULFILLED,"$1,349.26"
ORD0003177,2368,1,07/11/2021,07/14/2021,FULFILLED,$585.59
ORD0048216,1233,1,12/05/2023,12/09/2023,FULFILLED,$117.48
ORD0037345,1281,10,01/23/2023,01/28/2023,FULFILLED,$503.01
ORD0027373,2008,7,11/22/2023,11/27/2023,FULFILLED,$734.30
ORD0030784,1223,6,05/23/2023,05/24/2023,FULFILLED,"$1,242.86"
ORD0038631,2171,3,05/15/2023,05/16/2023,FULFILLED,$395.37
ORD0037562,221,7,08/09/2019,08/12/2019,FULFILLED,"$1,498.49"
ORD0036318,25,1,10/27/2019,11/01/2019,FULFILLED,$840.82
ORD0050133,1842,6,05/21/2019,05/26/2019,FULFILLED,$487.41
ORD0051046,1277,1,04/04/2023,04/07/2023,FULFILLED,"$1,290.74"
ORD0036863,481,1,10/11/2023,,CANCELLED,$443.52
ORD0040985,2204,1,08/05/2019,,CANCELLED,$699.75
ORD0063263,1050,9,12/06/2020,12/11/2020,FULFILLED,$765.67
ORD0051053,1389,1,11/04/2023,11/05/2023,FULFILLED,$373.72
ORD0027332,819,1,03/12/2019,03/13/2019,FULFILLED,$245.98
ORD0038171,2140,6,06/21/2022,06/24/2022,FULFILLED,"$3,884.77"
ORD0020648,370,10,02/08/2022,02/10/2022,FULFILLED,$671.18
ORD0006975,501,1,05/27/2022,05/30/2022,RETURNED,"$1,536.59"
ORD0002450,1752,5,08/12/2021,08/15/2021,FULFILLED,$317.76
ORD0024412,278,1,02/07/2022,02/08/2022,FULFILLED,$80.04
ORD0016696,220,6,04/01/2021,04/05/2021,FULFILLED,"$1,756.25"
ORD0027880,151,8,01/01/2021,,CANCELLED,"$2,867.50"
ORD0021511,329,1,03/29/2020,04/03/2020,FULFILLED,$546.49
ORD0071968,2246,6,01/06/2022,01/11/2022,FULFILLED,$347.48
ORD0029480,544,9,01/15/2020,01/19/2020,FULFILLED,$160.40
ORD0006959,1013,9,07/18/2023,07/20/2023,FULFILLED,$483.88
ORD0063588,583,7,01/15/2020,01/20/2020,FULFILLED,$454.37
ORD0067510,480,4,02/01/2019,02/04/2019,FULFILLED,$535.57
ORD0053373,1355,9,12/09/2019,12/14/2019,FULFILLED,"$1,040.90"
ORD0058376,2451,2,03/18/2019,03/19/2019,FULFILLED,"$1,559.46"
ORD0022938,833,9,12/29/2022,12/31/2022,FULFILLED,$578.68
ORD0015883,41,10,12/25/2023,12/28/2023,FULFILLED,"$1,303.79"
ORD0062652,1478,8,03/31/2023,04/03/2023,FULFILLED,"$10,105.69"
ORD0047963,1698,8,08/24/2023,08/27/2023,FULFILLED,$345.82
ORD0064023,395,6,07/03/2023,07/07/2023,FULFILLED,"$1,897.35"
ORD0032521,1338,9,11/14/2022,11/17/2022,FULFILLED,"$1,141.68"
ORD0003393,1955,3,01/08/2019,01/09/2019,FULFILLED,$445.12
ORD0040432,385,8,02/02/2023,02/03/2023,FULFILLED,"$3,647.21"
ORD0046444,1085,9,07/31/2023,08/02/2023,FULFILLED,"$1,900.77"
ORD0033556,1701,10,10/10/2022,10/15/2022,FULFILLED,$486.12
ORD0000086,1855,10,02/24/2022,02/27/2022,FULFILLED,$46.69
ORD0038231,997,6,10/16/2019,10/20/2019,FULFILLED,$650.24
ORD0048225,1338,1,05/03/2021,05/07/2021,FULFILLED,$782.87
ORD0025179,161,2,07/12/2019,07/13/2019,FULFILLED,$357.19
ORD0000490,23,3,10/06/2020,10/07/2020,RETURNED,$378.42
ORD0015643,2346,2,04/23/2020,,CANCELLED,$175.16
ORD0058975,478,1,09/20/2021,09/23/2021,RETURNED,$231.61
ORD0052816,684,8,01/28/2021,01/29/2021,RETURNED,$617.27
ORD0006880,2201,7,11/02/2023,11/07/2023,FULFILLED,$778.68
ORD0039953,2321,4,10/04/2021,10/05/2021,FULFILLED,$417.15
ORD0000469,2083,9,08/01/2022,08/05/2022,FULFILLED,$441.47
ORD0064154,830,10,04/11/2020,04/15/2020,FULFILLED,"$1,109.37"
ORD0030120,1109,7,12/08/2020,12/09/2020,FULFILLED,$258.87
ORD0024680,2161,6,06/10/2019,06/14/2019,RETURNED,$341.25
ORD0036586,469,6,02/03/2023,02/07/2023,FULFILLED,$378.40
ORD0039883,2482,1,06/30/2023,07/02/2023,FULFILLED,"$2,087.10"
ORD0056922,2039,4,11/07/2023,11/09/2023,FULFILLED,"$1,147.43"
ORD0001090,1764,8,12/22/2022,12/27/2022,FULFILLED,"$2,840.15"
ORD0020647,1982,10,12/19/2022,12/21/2022,RETURNED,"$1,298.10"
ORD0001406,1351,3,10/24/2019,10/29/2019,FULFILLED,$74.32
ORD0046265,809,1,12/10/2022,,CANCELLED,$892.43
ORD0030629,2099,7,10/10/2022,10/15/2022,FULFILLED,$36.61
ORD0036579,398,1,12/30/2020,01/04/2021,FULFILLED,"$1,019.33"
ORD0005608,109,7,07/20/2021,07/24/2021,FULFILLED,$576.96
ORD0059499,587,4,07/31/2019,08/04/2019,FULFILLED,"$1,021.24"
ORD0036796,2410,1,07/26/2019,07/31/2019,FULFILLED,$556.65
ORD0067034,350,8,05/17/2022,,CANCELLED,$803.42
ORD0009429,2497,7,10/31/2022,11/04/2022,RETURNED,$545.34
ORD0071549,1865,9,08/02/2023,08/07/2023,RETURNED,"$1,906.43"
ORD0014279,1491,6,11/08/2019,11/09/2019,FULFILLED,$43.80
ORD0054407,1361,3,07/17/2023,07/18/2023,FULFILLED,$411.42
ORD0053833,904,5,05/24/2019,05/27/2019,RETURNED,$534.50
ORD0048032,245,4,03/15/2023,03/18/2023,FULFILLED,$648.97
ORD0049163,1384,4,02/13/2022,,CANCELLED,"$1,458.55"
ORD0052429,337,1,11/05/2019,11/08/2019,FULFILLED,"$2,229.29"
ORD0004863,645,1,08/29/2023,09/03/2023,FULFILLED,$105.30
ORD0054708,1505,7,08/24/2023,08/27/2023,FULFILLED,"$1,104.42"
ORD0024674,610,3,08/31/2022,09/02/2022,FULFILLED,$266.42
ORD0003665,2429,1,08/05/2019,08/07/2019,FULFILLED,$584.68
ORD0044166,1709,4,10/03/2019,10/08/2019,RETURNED,"$2,246.24"
ORD0017200,1365,4,04/20/2022,04/25/2022,FULFILLED,$143.18
ORD0004499,1487,7,01/14/2020,01/17/2020,FULFILLED,$875.39
ORD0046451,587,8,04/03/2023,04/05/2023,FULFILLED,"$2,183.51"
ORD0039452,1325,1,02/16/2022,02/21/2022,FULFILLED,"$2,177.60"
ORD0022752,26,9,08/29/2020,08/30/2020,FULFILLED,$209.82
ORD0002853,263,9,06/28/2021,07/03/2021,FULFILLED,$596.84
ORD0039415,1567,4,02/10/2020,02/11/2020,FULFILLED,$123.90
ORD0064631,1139,1,11/02/2022,11/05/2022,FULFILLED,$179.36
ORD0039679,2307,5,09/16/2020,09/19/2020,RETURNED,"$2,094.46"
ORD0032934,747,1,12/10/2020,12/15/2020,FULFILLED,$224.10
ORD0062142,1419,1,02/09/2019,,CANCELLED,"$1,758.42"
ORD0014548,1998,6,07/25/2019,07/27/2019,FULFILLED,$463.11
ORD0003093,723,4,12/29/2023,01/03/2024,FULFILLED,$448.76
ORD0034588,875,1,05/02/2023,05/05/2023,FULFILLED,"$1,374.20"
ORD0056016,1451,3,03/18/2021,03/20/2021,FULFILLED,$413.73
ORD0039837,2282,8,05/06/2019,05/09/2019,FULFILLED,"$2,411.96"
ORD0021286,108,4,04/16/2023,04/18/2023,FULFILLED,$805.44
ORD0045727,2374,1,02/14/2023,02/17/2023,FULFILLED,$446.11
ORD0023284,1337,5,06/17/2020,06/18/2020,FULFILLED,"$4,845.65"
ORD0006843,759,1,12/28/2020,12/30/2020,FULFILLED,$297.00
ORD0002451,599,1,04/30/2023,05/03/2023,FULFILLED,$236.94
ORD0023833,1129,5,11/14/2020,11/17/2020,FULFILLED,"$1,002.14"
ORD0043699,2404,4,10/13/2020,10/18/2020,FULFILLED,$706.06
ORD0044755,1491,1,12/15/2022,12/17/2022,FULFILLED,"$1,260.54"
ORD0071491,527,6,06/06/2019,06/11/2019,FULFILLED,$108.71
ORD0041965,736,6,03/01/2019,03/06/2019,FULFILLED,$90.84
ORD0050852,1133,1,11/02/2021,11/07/2021,FULFILLED,$384.71
ORD0038765,2374,1,10/14/2019,10/18/2019,FULFILLED,"$1,148.36"
ORD0050563,717,1,04/04/2022,04/08/2022,FULFILLED,$254.87
ORD0007498,286,7,04/05/2021,04/07/2021,FULFILLED,"$1,083.32"
ORD0014262,1818,1,04/22/2021,04/24/2021,FULFILLED,$487.85
ORD0019077,928,1,05/06/2021,05/10/2021,FULFILLED,$729.84
ORD0028224,47,8,04/22/2019,04/24/2019,FULFILLED,$293.96
ORD0031455,2495,5,02/24/2021,03/01/2021,FULFILLED,$139.58
ORD0042502,1631,8,10/29/2020,10/31/2020,RETURNED,$713.86
ORD0014191,2150,1,10/29/2023,11/01/2023,FULFILLED,$500.50
ORD0023261,234,7,09/18/2021,09/22/2021,FULFILLED,$734.30
ORD0058058,1182,4,07/16/2020,07/18/2020,FULFILLED,"$1,092.40"
ORD0047277,1780,1,03/08/2022,03/12/2022,FULFILLED,$171.36
ORD0053335,1915,1,05/27/2019,05/30/2019,FULFILLED,"$1,220.98"
ORD0034823,1738,5,08/05/2022,08/07/2022,RETURNED,$252.16
ORD0050189,1355,2,01/07/2019,01/08/2019,FULFILLED,$91.98
ORD0053199,177,1,02/27/2023,03/04/2023,FULFILLED,$978.80
ORD0020439,833,9,06/22/2023,06/23/2023,FULFILLED,$773.22
ORD0036324,1506,5,12/10/2023,12/14/2023,FULFILLED,"$4,411.63"
ORD0020332,678,9,03/12/2020,03/14/2020,FULFILLED,$158.40
ORD0041233,2478,4,03/03/2021,03/06/2021,RETURNED,$718.35
ORD0001685,1246,4,03/15/2019,03/19/2019,FULFILLED,$654.86
ORD0010188,1653,4,12/04/2019,12/09/2019,FULFILLED,$361.20
ORD0054803,1166,1,12/21/2020,12/25/2020,FULFILLED,"$1,244.06"
ORD0069496,743,4,12/26/2023,12/30/2023,FULFILLED,$76.50
ORD0045417,155,8,08/05/2020,08/10/2020,FULFILLED,$159.34
ORD0049944,737,4,09/29/2022,09/30/2022,FULFILLED,$229.71
ORD0064929,1224,9,06/29/2022,07/01/2022,FULFILLED,$501.52
ORD0066732,2154,10,03/25/2022,03/29/2022,FULFILLED,"$1,347.73"
ORD0068648,1953,4,02/11/2023,02/14/2023,FULFILLED,$82.94
ORD0018216,2208,5,11/06/2023,11/09/2023,FULFILLED,$160.25
ORD0032439,1410,4,10/31/2020,11/01/2020,FULFILLED,"$1,534.39"
ORD0059115,1906,4,12/06/2019,12/08/2019,FULFILLED,$50.04
ORD0026025,437,3,11/10/2022,11/13/2022,FULFILLED,$365.32
ORD0037581,670,1,08/02/2020,08/05/2020,FULFILLED,$634.01
ORD0047220,2188,8,12/02/2023,12/07/2023,FULFILLED,"$2,464.71"
ORD0033789,2334,1,08/07/2019,08/08/2019,FULFILLED,$440.94
ORD0016599,112,5,12/17/2020,12/18/2020,FULFILLED,"$1,412.41"
ORD0050168,1108,1,02/06/2023,02/11/2023,FULFILLED,$216.94
ORD0006956,1295,4,11/24/2020,11/26/2020,FULFILLED,"$1,066.84"
ORD0023545,2206,1,05/30/2019,06/01/2019,FULFILLED,"$3,605.77"
ORD0036187,1302,8,04/19/2023,04/23/2023,FULFILLED,$350.87
ORD0042495,373,1,12/08/2023,12/09/2023,FULFILLED,$998.72
ORD0018473,1290,7,04/30/2019,05/05/2019,FULFILLED,$124.99
ORD0007283,498,7,11/15/2019,11/20/2019,FULFILLED,"$2,617.84"
ORD0023287,309,8,01/21/2019,01/25/2019,FULFILLED,$170.66
ORD0020938,43,9,09/24/2020,09/26/2020,FULFILLED,$295.68
ORD0004706,2406,6,11/04/2022,11/07/2022,FULFILLED,$565.76
ORD0019549,1684,8,10/26/2022,10/28/2022,RETURNED,$230.96
ORD0060167,1849,3,12/01/2023,12/02/2023,FULFILLED,$648.10
ORD0043096,2344,4,08/22/2022,08/27/2022,FULFILLED,"$1,809.57"
ORD0053978,2031,1,08/11/2023,08/12/2023,FULFILLED,"$1,068.75"
ORD0060137,822,9,06/10/2023,06/15/2023,FULFILLED,$397.76
ORD0052452,1734,8,05/29/2021,06/01/2021,FULFILLED,$272.61
ORD0035185,2030,5,12/12/2023,12/14/2023,FULFILLED,$576.27
