event_id,machine_id,event_date,event_type,failure_mode,downtime_hours,repair_cost
1568,20,2021-04-14,Preventive,,2.4,329.39
1569,20,2021-04-23,Failure,Blade dull,3.8,1212.03
1570,20,2021-05-15,Preventive,,2.2,411.0
1571,20,2021-06-10,Preventive,,3.8,445.85
1572,20,2021-07-10,Preventive,,1.3,847.86
1573,20,2021-07-21,Failure,Control fault,4.6,2087.51
1574,20,2021-08-05,Preventive,,1.2,615.53
1575,20,2021-08-31,Preventive,,3.9,216.02
1576,20,2021-10-02,Preventive,,3.7,418.16
1577,20,2021-11-01,Preventive,,2.0,238.66
1578,20,2021-12-01,Preventive,,3.5,258.73
1579,20,2022-01-04,Preventive,,1.0,581.29
1580,20,2022-02-06,Preventive,,2.4,328.3
1581,20,2022-03-09,Preventive,,2.4,247.85
1582,20,2022-04-11,Preventive,,1.7,473.15
1583,20,2022-05-07,Preventive,,2.4,746.6
1584,20,2022-06-09,Preventive,,4.0,581.04
1585,20,2022-07-10,Failure,Roller misalignment,3.3,867.57
1586,20,2022-07-11,Preventive,,1.5,206.16
1587,20,2022-07-14,Failure,Web break,2.8,6248.36
1588,20,2022-08-08,Preventive,,2.3,636.13
1589,20,2022-09-06,Preventive,,1.5,718.07
1590,20,2022-10-04,Preventive,,4.0,770.79
1591,20,2022-10-08,Failure,Roller misalignment,3.6,1533.59
1592,20,2022-11-02,Preventive,,3.4,287.4
1593,20,2022-12-01,Preventive,,2.5,213.37
1594,20,2022-12-16,Failure,Roller misalignment,6.4,2835.69
1595,20,2022-12-31,Preventive,,3.3,694.07
1596,20,2023-01-26,Preventive,,2.5,802.78
1597,20,2023-01-30,Failure,Web break,3.0,2144.58
1598,20,2023-02-25,Preventive,,2.1,610.39
1599,20,2023-03-22,Failure,Roller misalignment,3.4,1796.14
1600,20,2023-03-27,Preventive,,3.9,362.23
1601,20,2023-04-22,Preventive,,2.1,468.62
1602,20,2023-04-22,Failure,Blade dull,3.7,928.47
1603,20,2023-05-23,Preventive,,3.6,422.14
1604,20,2023-05-30,Failure,Web break,2.2,1174.94
1605,20,2023-06-23,Preventive,,3.6,752.62
1606,20,2023-06-25,Failure,Motor overheat,7.1,1362.45
1607,20,2023-07-20,Failure,Roller misalignment,2.0,3522.39
1608,20,2023-07-24,Preventive,,2.7,815.92
1609,20,2023-08-22,Preventive,,2.9,297.04
1610,20,2023-09-24,Preventive,,2.9,530.08
1611,20,2023-10-26,Preventive,,3.3,766.86
1612,20,2023-11-29,Preventive,,2.9,870.04
1613,20,2023-12-29,Preventive,,3.3,758.15
1614,21,2019-01-22,Failure,Roller misalignment,2.4,1355.23
1615,21,2019-01-26,Preventive,,2.9,292.08
1616,21,2019-02-25,Preventive,,1.5,827.31
1617,21,2019-03-24,Preventive,,2.0,297.19
1618,21,2019-04-23,Preventive,,2.1,755.9
1619,21,2019-04-27,Failure,Motor overheat,1.1,2075.47
1620,21,2019-05-17,Failure,Web break,4.0,3726.92
1621,21,2019-05-24,Preventive,,3.9,524.59
1622,21,2019-06-21,Preventive,,1.7,677.78
1623,21,2019-07-21,Preventive,,3.5,265.09
1624,21,2019-08-23,Preventive,,3.0,345.32
1625,21,2019-09-23,Preventive,,1.1,704.13
1626,21,2019-10-19,Preventive,,3.2,416.56
1627,21,2019-11-14,Preventive,,3.2,224.32
1628,21,2019-12-15,Preventive,,2.1,287.05
1629,21,2020-01-10,Preventive,,3.0,350.04
1630,21,2020-01-26,Failure,Control fault,2.7,1698.26
1631,21,2020-02-06,Preventive,,1.3,520.2
1632,21,2020-02-21,Failure,Roller misalignment,3.8,2577.57
1633,21,2020-03-07,Preventive,,3.4,382.54
1634,21,2020-04-09,Preventive,,3.6,821.45
1635,21,2020-05-12,Preventive,,2.0,825.26
1636,21,2020-06-09,Preventive,,1.2,362.11
1637,21,2020-07-10,Failure,Control fault,2.0,2149.84
1638,21,2020-07-11,Preventive,,3.2,679.67
1639,21,2020-08-10,Preventive,,3.4,607.48
1640,21,2020-09-08,Preventive,,1.4,665.88
1641,21,2020-10-05,Preventive,,3.2,299.68
1642,21,2020-11-08,Preventive,,1.3,555.04
1643,21,2020-12-11,Preventive,,3.8,653.69
1644,21,2020-12-28,Failure,Web break,3.9,1730.08
1645,21,2021-01-10,Preventive,,2.4,641.27
1646,21,2021-02-09,Preventive,,1.7,683.63
1647,21,2021-02-09,Failure,Control fault,11.1,1624.2
1648,21,2021-02-16,Failure,Roller misalignment,2.4,2434.44
1649,21,2021-03-15,Preventive,,2.7,243.7
1650,21,2021-03-31,Failure,Control fault,1.2,546.34
1651,21,2021-04-02,Failure,Hydraulic leak,3.4,1102.09
1652,21,2021-04-12,Preventive,,3.3,833.72
1653,21,2021-04-27,Failure,Roller misalignment,2.8,2093.77
1654,21,2021-05-15,Preventive,,1.7,402.7
1655,21,2021-05-30,Failure,Hydraulic leak,4.4,1241.04
1656,21,2021-06-17,Preventive,,1.5,858.89
1657,21,2021-06-21,Failure,Control fault,1.2,444.1
1658,21,2021-07-21,Preventive,,3.3,855.17
1659,21,2021-08-19,Preventive,,3.7,256.55
1660,21,2021-09-16,Preventive,,3.7,311.88
1661,21,2021-09-24,Failure,Hydraulic leak,1.6,1305.08
1662,21,2021-10-19,Preventive,,1.7,441.8
1663,21,2021-11-22,Preventive,,1.6,537.99
1664,21,2021-12-20,Failure,Blade dull,2.2,2747.38
1665,21,2021-12-22,Preventive,,3.8,570.81
1666,21,2022-01-24,Preventive,,3.4,354.09
1667,21,2022-02-27,Preventive,,4.0,806.0
1668,21,2022-03-29,Preventive,,3.8,635.68
1669,21,2022-04-27,Preventive,,2.0,431.9
1670,21,2022-05-29,Preventive,,1.1,698.41
1671,21,2022-06-22,Failure,Motor overheat,3.2,1598.98
1672,21,2022-06-28,Preventive,,1.2,694.92
1673,21,2022-08-01,Preventive,,3.7,331.8
1674,21,2022-08-28,Failure,Motor overheat,1.3,416.65
1675,21,2022-09-04,Preventive,,2.1,355.81
1676,21,2022-10-03,Preventive,,3.1,857.76
1677,21,2022-10-31,Preventive,,3.3,265.04
1678,21,2022-12-04,Preventive,,1.9,338.2
1679,21,2023-01-04,Preventive,,1.1,372.15
1680,21,2023-02-04,Preventive,,3.6,643.47
1681,21,2023-03-06,Preventive,,2.6,536.98
1682,21,2023-04-09,Preventive,,2.0,522.6
1683,21,2023-04-20,Failure,Hydraulic leak,2.1,1259.77
1684,21,2023-05-09,Preventive,,2.5,411.05
1685,21,2023-06-10,Preventive,,2.3,716.47
1686,21,2023-07-08,Preventive,,3.5,319.39
1687,21,2023-08-04,Preventive,,1.0,676.37
1688,21,2023-08-18,Failure,Blade dull,1.0,1105.06
1689,21,2023-09-01,Preventive,,2.4,513.23
1690,21,2023-09-29,Preventive,,2.7,828.22
1691,21,2023-10-11,Failure,Web break,1.6,1208.5
1692,21,2023-10-26,Preventive,,1.4,250.53
1693,21,2023-11-14,Failure,Motor overheat,4.4,1505.23
1694,21,2023-11-25,Preventive,,3.3,626.29
1695,21,2023-12-25,Preventive,,2.8,761.0
1696,22,2019-01-18,Preventive,,3.5,373.76
1697,22,2019-01-29,Failure,Motor overheat,4.1,665.44
1698,22,2019-02-19,Preventive,,3.2,244.63
1699,22,2019-03-11,Failure,Hydraulic leak,3.0,575.78
1700,22,2019-03-17,Preventive,,1.5,799.53
1701,22,2019-04-20,Preventive,,3.7,858.93
1702,22,2019-05-08,Failure,Roller misalignment,1.3,930.01
1703,22,2019-05-14,Failure,Motor overheat,6.3,2663.71
1704,22,2019-05-21,Preventive,,1.7,758.26
1705,22,2019-05-31,Failure,Hydraulic leak,1.8,3062.09
1706,22,2019-06-11,Failure,Control fault,1.7,1075.5
1707,22,2019-06-20,Preventive,,2.4,358.37
1708,22,2019-07-22,Preventive,,1.4,817.9
1709,22,2019-08-22,Preventive,,1.2,519.85
1710,22,2019-09-22,Preventive,,3.3,568.08
1711,22,2019-10-18,Preventive,,3.2,273.48
1712,22,2019-11-16,Preventive,,2.2,506.35
1713,22,2019-12-20,Preventive,,4.0,686.14
1714,22,2020-01-21,Preventive,,3.4,334.99
1715,22,2020-01-24,Failure,Control fault,3.3,1065.98
1716,22,2020-02-14,Failure,Blade dull,1.1,1229.75
1717,22,2020-02-20,Preventive,,3.7,612.93
1718,22,2020-03-25,Preventive,,3.5,592.87
1719,22,2020-04-25,Preventive,,2.3,714.97
1720,22,2020-05-29,Preventive,,3.4,718.66
1721,22,2020-06-29,Preventive,,2.6,362.65
1722,22,2020-07-26,Preventive,,1.1,796.67
1723,22,2020-08-26,Preventive,,3.9,435.46
1724,22,2020-09-28,Preventive,,3.6,412.06
1725,22,2020-10-28,Preventive,,3.2,431.33
1726,22,2020-11-26,Preventive,,3.9,505.06
1727,22,2020-12-24,Preventive,,3.9,303.75
1728,22,2021-01-22,Preventive,,2.9,511.58
1729,22,2021-02-25,Preventive,,1.6,322.3
1730,22,2021-03-23,Preventive,,1.0,894.36
1731,22,2021-04-20,Preventive,,3.7,264.52
1732,22,2021-05-21,Preventive,,3.2,311.63
1733,22,2021-06-09,Failure,Control fault,2.5,1004.78
1734,22,2021-06-23,Preventive,,2.9,475.09
1735,22,2021-06-30,Failure,Control fault,2.6,1874.56
1736,22,2021-07-20,Preventive,,3.7,257.19
1737,22,2021-08-18,Preventive,,3.0,898.05
1738,22,2021-09-15,Failure,Motor overheat,1.2,1812.08
1739,22,2021-09-16,Preventive,,3.8,865.32
1740,22,2021-09-25,Failure,Hydraulic leak,4.5,2516.77
1741,22,2021-10-12,Preventive,,2.5,490.01
1742,22,2021-11-07,Preventive,,2.8,424.27
1743,22,2021-11-08,Failure,Hydraulic leak,2.3,998.73
1744,22,2021-11-15,Failure,Control fault,0.8,2965.79
1745,22,2021-12-05,Preventive,,1.7,885.67
1746,22,2022-01-02,Preventive,,3.9,869.02
1747,22,2022-01-20,Failure,Hydraulic leak,2.3,931.77
1748,22,2022-01-25,Failure,Motor overheat,1.6,3116.25
1749,22,2022-01-31,Preventive,,3.4,751.09
1750,22,2022-03-01,Preventive,,1.0,260.66
1751,22,2022-03-27,Preventive,,3.7,318.07
1752,22,2022-04-28,Preventive,,2.7,836.56
1753,22,2022-05-25,Preventive,,1.8,774.03
1754,22,2022-06-21,Preventive,,3.2,563.11
1755,22,2022-07-22,Preventive,,3.1,265.57
1756,22,2022-08-24,Preventive,,1.4,696.0
1757,22,2022-09-11,Failure,Hydraulic leak,2.6,1383.64
1758,22,2022-09-26,Preventive,,1.7,536.49
1759,22,2022-10-28,Preventive,,1.6,539.19
1760,22,2022-11-06,Failure,Roller misalignment,11.0,500.38
1761,22,2022-12-01,Preventive,,3.2,611.03
1762,22,2022-12-31,Preventive,,2.8,530.81
1763,22,2023-01-31,Preventive,,1.6,388.08
1764,22,2023-03-03,Preventive,,1.1,891.76
1765,22,2023-04-02,Preventive,,2.3,412.41
1766,22,2023-05-04,Preventive,,2.2,522.71
1767,22,2023-06-04,Preventive,,2.4,455.84
1768,22,2023-07-06,Preventive,,2.1,539.69
1769,22,2023-08-01,Preventive,,1.5,829.91
1770,22,2023-08-06,Failure,Web break,0.8,2276.73
1771,22,2023-08-30,Preventive,,2.6,259.57
1772,22,2023-09-24,Failure,Hydraulic leak,6.7,998.78
1773,22,2023-09-29,Preventive,,1.0,642.02
1774,22,2023-10-29,Preventive,,3.6,765.3
1775,22,2023-12-01,Preventive,,2.1,700.79
1776,22,2023-12-29,Preventive,,1.5,418.68
1777,23,2019-01-06,Preventive,,1.9,307.19
1778,23,2019-02-08,Preventive,,2.0,633.66
1779,23,2019-02-10,Failure,Roller misalignment,1.9,4376.12
1780,23,2019-03-09,Preventive,,3.8,444.82
1781,23,2019-04-08,Preventive,,4.0,474.67
1782,23,2019-05-06,Preventive,,2.3,817.15
1783,23,2019-06-04,Preventive,,2.7,765.01
1784,23,2019-06-30,Preventive,,2.8,299.72
1785,23,2019-07-28,Preventive,,1.6,345.54
1786,23,2019-08-31,Preventive,,1.1,619.2
1787,23,2019-09-30,Preventive,,3.2,320.89
1788,23,2019-10-27,Preventive,,3.6,791.6
1789,23,2019-11-14,Failure,Roller misalignment,1.0,1307.98
1790,23,2019-11-24,Preventive,,2.8,408.59
1791,23,2019-12-23,Preventive,,2.9,461.18
1792,23,2020-01-21,Preventive,,2.8,325.53
1793,23,2020-02-08,Failure,Control fault,1.8,1321.0
1794,23,2020-02-16,Preventive,,2.6,479.66
1795,23,2020-03-01,Failure,Bearing wear,1.5,568.83
1796,23,2020-03-05,Failure,Web break,2.8,1734.4
1797,23,2020-03-15,Preventive,,3.9,388.69
1798,23,2020-04-11,Preventive,,2.8,854.13
1799,23,2020-04-26,Failure,Hydraulic leak,3.3,1204.17
1800,23,2020-05-14,Preventive,,3.1,211.18
1801,23,2020-06-13,Preventive,,2.2,331.9
1802,23,2020-07-17,Preventive,,3.6,751.18
1803,23,2020-08-05,Failure,Hydraulic leak,1.6,677.51
1804,23,2020-08-14,Preventive,,2.6,281.72
1805,23,2020-09-02,Failure,Roller misalignment,4.1,3967.31
1806,23,2020-09-02,Failure,Control fault,1.3,6575.28
1807,23,2020-09-14,Preventive,,3.3,426.56
1808,23,2020-10-02,Failure,Hydraulic leak,1.2,1662.22
1809,23,2020-10-18,Preventive,,1.5,893.02
1810,23,2020-11-15,Preventive,,3.1,219.83
1811,23,2020-11-24,Failure,Roller misalignment,5.0,1574.21
1812,23,2020-12-12,Failure,Control fault,1.4,1252.41
1813,23,2020-12-17,Preventive,,3.1,314.99
1814,23,2021-01-19,Preventive,,3.9,709.23
1815,23,2021-02-20,Preventive,,1.9,884.18
1816,23,2021-03-22,Preventive,,1.6,506.27
1817,23,2021-04-13,Failure,Hydraulic leak,1.5,731.89
1818,23,2021-04-17,Preventive,,1.5,479.4
1819,23,2021-05-13,Preventive,,2.2,366.23
1820,23,2021-06-16,Preventive,,1.6,824.85
1821,23,2021-07-17,Preventive,,1.8,680.6
1822,23,2021-07-22,Failure,Roller misalignment,4.0,3895.63
1823,23,2021-08-04,Failure,Web break,3.0,1722.13
1824,23,2021-08-12,Preventive,,2.7,876.3
1825,23,2021-09-11,Preventive,,1.8,399.73
1826,23,2021-10-13,Preventive,,3.0,869.35
1827,23,2021-11-12,Preventive,,3.9,797.59
1828,23,2021-12-08,Preventive,,3.5,781.83
1829,23,2022-01-07,Preventive,,1.1,215.23
1830,23,2022-02-03,Preventive,,2.2,859.58
1831,23,2022-03-09,Preventive,,1.9,694.81
1832,23,2022-04-08,Preventive,,3.0,600.53
1833,23,2022-05-02,Failure,Bearing wear,9.1,1294.07
1834,23,2022-05-05,Preventive,,1.3,387.65
1835,23,2022-05-21,Failure,Roller misalignment,5.0,881.61
1836,23,2022-06-08,Preventive,,1.5,790.06
1837,23,2022-07-07,Preventive,,3.1,619.16
1838,23,2022-08-02,Preventive,,3.8,281.05
1839,23,2022-08-28,Failure,Blade dull,1.5,8944.53
1840,23,2022-09-03,Preventive,,2.0,527.84
1841,23,2022-10-07,Preventive,,3.0,297.79
1842,23,2022-11-06,Failure,Motor overheat,1.8,1569.54
1843,23,2022-11-07,Preventive,,1.6,609.65
1844,23,2022-12-10,Preventive,,2.1,204.96
1845,23,2023-01-08,Preventive,,1.8,501.58
1846,23,2023-02-05,Failure,Motor overheat,3.5,1284.8
1847,23,2023-02-08,Preventive,,1.5,218.2
1848,23,2023-03-06,Preventive,,2.8,884.44
1849,23,2023-04-05,Preventive,,2.6,822.29
1850,23,2023-05-06,Preventive,,1.4,316.22
1851,23,2023-05-17,Failure,Hydraulic leak,2.2,1094.63
1852,23,2023-06-03,Preventive,,1.2,421.13
1853,23,2023-06-19,Failure,Blade dull,2.7,2106.67
1854,23,2023-07-05,Preventive,,3.5,853.49
1855,23,2023-08-04,Preventive,,3.9,396.82
1856,23,2023-09-02,Preventive,,1.8,791.69
1857,23,2023-09-28,Preventive,,3.4,475.37
1858,23,2023-10-23,Failure,Hydraulic leak,4.1,3192.49
1859,23,2023-10-28,Preventive,,1.9,590.97
1860,23,2023-11-18,Failure,Web break,1.5,2496.17
1861,23,2023-11-26,Preventive,,3.9,605.91
1862,23,2023-12-22,Preventive,,1.1,507.11
1863,24,2019-01-07,Preventive,,2.2,331.94
1864,24,2019-02-02,Preventive,,1.4,690.08
1865,24,2019-02-28,Preventive,,3.6,312.32
1866,24,2019-03-10,Failure,Control fault,2.0,2775.11
1867,24,2019-04-02,Preventive,,1.3,812.64
1868,24,2019-05-05,Preventive,,2.4,790.22
1869,24,2019-05-07,Failure,Blade dull,3.1,3186.01
1870,24,2019-05-08,Failure,Hydraulic leak,3.0,2446.74
1871,24,2019-05-31,Preventive,,1.1,276.98
1872,24,2019-07-03,Preventive,,3.8,402.42
1873,24,2019-08-03,Preventive,,3.8,791.23
1874,24,2019-09-03,Preventive,,1.8,681.76
1875,24,2019-10-01,Preventive,,2.4,524.65
1876,24,2019-10-27,Preventive,,3.8,583.2
1877,24,2019-11-01,Failure,Web break,3.7,1052.02
1878,24,2019-11-27,Preventive,,3.9,452.56
1879,24,2019-12-07,Failure,Control fault,2.8,3165.22
1880,24,2019-12-31,Preventive,,3.7,371.07
1881,24,2020-01-28,Preventive,,1.5,721.31
1882,24,2020-02-26,Preventive,,2.5,674.65
1883,24,2020-03-23,Failure,Roller misalignment,2.5,1903.83
1884,24,2020-03-25,Preventive,,1.7,753.22
1885,24,2020-04-22,Preventive,,2.1,543.77
1886,24,2020-05-16,Failure,Motor overheat,4.2,348.66
1887,24,2020-05-26,Preventive,,1.8,427.95
1888,24,2020-06-07,Failure,Bearing wear,3.4,776.21
1889,24,2020-06-07,Failure,Roller misalignment,4.4,2892.86
1890,24,2020-06-27,Preventive,,2.9,726.32
1891,24,2020-07-25,Preventive,,3.2,889.48
1892,24,2020-08-23,Preventive,,3.3,828.96
1893,24,2020-09-20,Preventive,,2.3,660.16
1894,24,2020-10-18,Preventive,,2.3,396.51
1895,24,2020-11-16,Preventive,,1.6,353.87
1896,24,2020-11-17,Failure,Blade dull,6.6,2023.56
1897,24,2020-12-14,Failure,Blade dull,1.5,2434.51
1898,24,2020-12-17,Preventive,,3.5,386.21
1899,24,2020-12-29,Failure,Web break,5.3,835.92
1900,24,2021-01-14,Preventive,,2.1,772.94
1901,24,2021-02-12,Preventive,,2.5,515.24
1902,24,2021-03-10,Preventive,,1.0,551.7
1903,24,2021-04-06,Preventive,,3.2,368.73
1904,24,2021-05-03,Preventive,,2.6,560.77
1905,24,2021-05-30,Preventive,,3.7,531.23
1906,24,2021-06-28,Preventive,,2.6,338.58
1907,24,2021-08-01,Preventive,,2.7,343.59
1908,24,2021-08-26,Failure,Motor overheat,3.8,1364.73
1909,24,2021-09-04,Preventive,,1.7,732.72
1910,24,2021-10-05,Preventive,,3.3,768.44
1911,24,2021-11-01,Preventive,,4.0,243.23
1912,24,2021-11-29,Preventive,,3.8,767.23
1913,24,2021-12-20,Failure,Roller misalignment,2.2,2988.06
1914,24,2021-12-24,Failure,Motor overheat,0.8,1413.67
1915,24,2021-12-25,Preventive,,2.3,294.61
1916,24,2022-01-26,Preventive,,2.0,302.06
1917,24,2022-02-23,Preventive,,1.5,763.79
1918,24,2022-03-09,Failure,Roller misalignment,4.2,868.38
1919,24,2022-03-22,Preventive,,1.3,797.11
1920,24,2022-04-18,Preventive,,2.2,659.79
1921,24,2022-04-26,Failure,Control fault,2.6,1824.9
1922,24,2022-05-15,Preventive,,3.3,447.85
1923,24,2022-06-10,Preventive,,1.3,449.26
1924,24,2022-06-22,Failure,Bearing wear,2.6,921.41
1925,24,2022-07-14,Preventive,,2.1,773.52
1926,24,2022-08-09,Preventive,,3.6,313.96
1927,24,2022-09-04,Preventive,,2.3,255.71
1928,24,2022-10-04,Preventive,,2.8,645.48
1929,24,2022-10-23,Failure,Bearing wear,2.2,1415.29
1930,24,2022-11-03,Preventive,,1.4,817.41
1931,24,2022-11-25,Failure,Hydraulic leak,1.3,813.86
1932,24,2022-12-01,Preventive,,3.9,737.09
1933,24,2022-12-29,Preventive,,2.9,388.44
1934,24,2023-01-25,Preventive,,3.5,867.67
1935,24,2023-02-22,Preventive,,1.2,227.5
1936,24,2023-03-28,Preventive,,3.4,401.87
1937,24,2023-04-23,Preventive,,3.9,428.23
1938,24,2023-05-26,Preventive,,1.3,706.89
1939,24,2023-06-21,Failure,Control fault,8.9,1937.48
1940,24,2023-06-26,Preventive,,3.8,216.13
1941,24,2023-07-25,Preventive,,2.2,350.02
1942,24,2023-08-06,Failure,Hydraulic leak,4.2,2622.18
1943,24,2023-08-18,Failure,Roller misalignment,2.6,3489.13
1944,24,2023-08-26,Preventive,,3.5,556.16
1945,24,2023-09-25,Preventive,,2.9,582.72
1946,24,2023-10-23,Preventive,,3.9,810.46
1947,24,2023-11-23,Preventive,,2.1,661.66
1948,24,2023-12-20,Preventive,,3.6,260.06
1949,25,2019-01-07,Preventive,,2.2,358.09
1950,25,2019-01-30,Failure,Bearing wear,2.7,1626.58
1951,25,2019-02-03,Preventive,,3.3,357.36
1952,25,2019-02-23,Failure,Motor overheat,3.0,2772.89
1953,25,2019-03-07,Preventive,,1.1,388.1
1954,25,2019-04-07,Failure,Web break,2.9,1070.37
1955,25,2019-04-09,Preventive,,2.9,724.76
1956,25,2019-05-07,Failure,Hydraulic leak,6.4,885.61
1957,25,2019-05-11,Preventive,,2.3,802.65
1958,25,2019-06-03,Failure,Roller misalignment,6.0,2049.15
1959,25,2019-06-13,Preventive,,1.6,553.75
1960,25,2019-07-05,Failure,Web break,1.5,1474.95
1961,25,2019-07-12,Preventive,,2.6,432.86
1962,25,2019-07-14,Failure,Hydraulic leak,7.8,3172.46
1963,25,2019-07-31,Failure,Web break,1.6,1356.01
1964,25,2019-08-10,Preventive,,1.8,687.59
1965,25,2019-09-06,Preventive,,2.9,278.93
1966,25,2019-10-05,Preventive,,2.6,222.09
1967,25,2019-10-31,Preventive,,1.7,450.92
1968,25,2019-11-27,Preventive,,1.0,791.81
1969,25,2019-12-30,Preventive,,1.4,704.35
1970,25,2020-01-30,Preventive,,3.3,810.45
1971,25,2020-03-04,Preventive,,2.8,408.69
1972,25,2020-04-05,Preventive,,3.3,482.32
1973,25,2020-05-09,Preventive,,1.7,645.73
1974,25,2020-05-18,Failure,Hydraulic leak,3.9,1644.55
1975,25,2020-05-30,Failure,Roller misalignment,2.3,4586.96
1976,25,2020-06-10,Preventive,,2.4,797.0
1977,25,2020-06-24,Failure,Roller misalignment,4.4,2227.88
1978,25,2020-07-04,Failure,Roller misalignment,1.8,2245.05
1979,25,2020-07-09,Preventive,,2.8,390.17
1980,25,2020-08-08,Preventive,,2.5,678.39
1981,25,2020-08-19,Failure,Web break,0.7,2588.48
1982,25,2020-09-08,Preventive,,2.5,585.17
1983,25,2020-10-04,Preventive,,1.4,329.6
1984,25,2020-10-05,Failure,Hydraulic leak,2.1,4182.38
1985,25,2020-11-04,Preventive,,1.6,564.34
1986,25,2020-11-21,Failure,Control fault,2.7,1863.43
1987,25,2020-12-01,Preventive,,2.5,469.3
1988,25,2021-01-01,Preventive,,2.0,595.84
1989,25,2021-01-30,Preventive,,3.5,773.6
1990,25,2021-02-08,Failure,Web break,1.0,925.45
1991,25,2021-03-01,Preventive,,2.2,635.03
1992,25,2021-04-02,Preventive,,2.2,714.4
1993,25,2021-05-05,Preventive,,1.9,722.56
1994,25,2021-06-06,Preventive,,3.2,456.11
1995,25,2021-07-03,Preventive,,2.8,499.28
1996,25,2021-07-29,Preventive,,2.0,320.01
1997,25,2021-08-29,Preventive,,3.3,892.15
1998,25,2021-09-15,Failure,Roller misalignment,1.3,1271.92
1999,25,2021-09-25,Preventive,,2.6,604.44
2000,25,2021-10-26,Preventive,,3.4,730.3
2001,25,2021-11-29,Preventive,,3.2,361.86
2002,25,2021-12-28,Preventive,,1.9,496.21
2003,25,2022-01-30,Preventive,,3.3,656.72
2004,25,2022-02-28,Failure,Blade dull,3.0,4906.26
2005,25,2022-03-05,Preventive,,3.5,450.7
2006,25,2022-03-07,Failure,Bearing wear,1.7,456.09
2007,25,2022-04-06,Preventive,,1.5,718.62
2008,25,2022-05-09,Preventive,,1.7,297.2
2009,25,2022-05-17,Failure,Hydraulic leak,2.0,2278.05
2010,25,2022-06-11,Preventive,,3.6,572.08
2011,25,2022-07-12,Preventive,,2.7,379.87
2012,25,2022-07-14,Failure,Motor overheat,4.8,691.35
2013,25,2022-08-13,Failure,Hydraulic leak,4.3,2805.27
2014,25,2022-08-15,Preventive,,2.3,818.07
2015,25,2022-08-27,Failure,Motor overheat,12.1,670.62
2016,25,2022-09-11,Preventive,,3.2,305.55
2017,25,2022-10-11,Preventive,,2.1,392.28
2018,25,2022-11-07,Preventive,,3.5,899.15
2019,25,2022-11-27,Failure,Hydraulic leak,4.0,574.52
2020,25,2022-12-05,Preventive,,1.7,287.31
2021,25,2022-12-17,Failure,Hydraulic leak,2.3,1199.61
2022,25,2023-01-04,Preventive,,1.2,409.82
2023,25,2023-02-02,Preventive,,1.8,200.86
2024,25,2023-02-28,Preventive,,1.4,430.37
2025,25,2023-03-26,Preventive,,3.0,208.24
2026,25,2023-04-27,Preventive,,2.9,326.68
2027,25,2023-05-26,Preventive,,3.7,468.55
2028,25,2023-06-23,Preventive,,2.2,881.71
2029,25,2023-07-19,Preventive,,1.8,283.53
2030,25,2023-08-17,Failure,Control fault,2.3,1122.3
2031,25,2023-08-18,Preventive,,3.8,540.14
2032,25,2023-09-17,Preventive,,1.6,339.3
2033,25,2023-09-21,Failure,Control fault,2.3,1966.11
2034,25,2023-10-18,Preventive,,2.7,671.64
2035,25,2023-11-20,Preventive,,1.8,326.49
2036,25,2023-12-23,Preventive,,1.7,264.27
2037,26,2019-01-13,Preventive,,3.3,262.08
2038,26,2019-02-15,Preventive,,2.1,516.33
2039,26,2019-03-17,Preventive,,3.7,676.48
2040,26,2019-04-14,Preventive,,1.7,576.6
2041,26,2019-04-14,Failure,Web break,1.5,1613.0
2042,26,2019-04-17,Failure,Control fault,2.9,1522.78
2043,26,2019-04-26,Failure,Control fault,2.8,990.22
2044,26,2019-04-30,Failure,Web break,1.7,1485.19
2045,26,2019-05-18,Preventive,,3.8,731.12
2046,26,2019-05-21,Failure,Blade dull,2.1,1204.06
2047,26,2019-06-16,Preventive,,2.2,805.44
2048,26,2019-07-13,Preventive,,1.6,359.74
2049,26,2019-08-10,Preventive,,3.6,465.67
2050,26,2019-09-07,Preventive,,1.8,354.41
2051,26,2019-10-11,Preventive,,2.0,811.16
2052,26,2019-11-09,Preventive,,1.6,808.94
2053,26,2019-11-23,Failure,Hydraulic leak,3.0,1058.8
2054,26,2019-12-08,Preventive,,2.0,608.37
2055,26,2020-01-03,Preventive,,2.1,691.19
2056,26,2020-01-31,Preventive,,3.3,418.48
2057,26,2020-03-05,Preventive,,1.4,247.41
2058,26,2020-04-03,Preventive,,2.6,415.97
2059,26,2020-05-07,Preventive,,3.5,301.09
2060,26,2020-06-07,Preventive,,3.3,376.44
2061,26,2020-07-07,Preventive,,2.3,822.77
2062,26,2020-08-06,Preventive,,1.8,238.27
2063,26,2020-09-08,Preventive,,2.2,433.14
2064,26,2020-10-06,Preventive,,2.5,397.87
2065,26,2020-10-10,Failure,Blade dull,4.2,665.69
2066,26,2020-11-06,Preventive,,2.6,310.39
2067,26,2020-11-16,Failure,Motor overheat,6.8,511.65
2068,26,2020-12-02,Preventive,,2.5,316.57
2069,26,2020-12-30,Preventive,,3.6,358.38
2070,26,2021-02-01,Preventive,,1.8,265.14
2071,26,2021-03-05,Preventive,,1.1,568.89
2072,26,2021-03-17,Failure,Blade dull,2.8,1175.23
2073,26,2021-04-08,Preventive,,2.5,361.88
2074,26,2021-05-10,Preventive,,1.4,784.12
