ORDER_NO,CUST_ID,BRANCH,ORDER_DT,SHIP_DT,STATUS,AMT
ORD0040377,2495,1,12/02/2022,12/06/2022,FULFILLED,$200.16
ORD0006058,1204,1,02/15/2022,02/18/2022,FULFILLED,"$2,086.88"
ORD0009369,1154,1,10/27/2022,10/30/2022,FULFILLED,"$2,196.26"
ORD0065401,254,1,10/17/2022,10/19/2022,FULFILLED,$728.14
ORD0065156,838,1,01/27/2022,01/30/2022,RETURNED,"$1,286.25"
ORD0039618,1161,1,12/20/2022,12/23/2022,FULFILLED,$423.20
ORD0066529,1530,1,07/15/2022,07/20/2022,FULFILLED,$838.59
ORD0049814,1580,1,05/31/2022,06/05/2022,FULFILLED,"$1,706.16"
ORD0014723,1035,1,10/25/2022,10/28/2022,FULFILLED,$863.23
ORD0067606,462,1,08/31/2022,09/04/2022,FULFILLED,$361.29
ORD0037788,2037,1,09/15/2022,09/20/2022,FULFILLED,"$1,101.68"
ORD0033051,2367,1,06/18/2022,06/21/2022,FULFILLED,$99.70
ORD0070637,1956,1,02/25/2022,02/26/2022,FULFILLED,$881.95
ORD0062295,1505,1,01/07/2022,,CANCELLED,$768.65
ORD0014152,1239,1,01/27/2022,01/30/2022,FULFILLED,$826.55
ORD0029336,49,1,09/21/2022,09/22/2022,FULFILLED,$72.03
ORD0000956,1095,1,07/20/2022,07/21/2022,FULFILLED,$280.28
ORD0042794,1421,1,06/18/2022,06/21/2022,FULFILLED,"$1,033.31"
ORD0068777,1197,1,01/03/2022,01/05/2022,FULFILLED,"$2,241.32"
ORD0029611,1122,1,07/15/2022,07/17/2022,FULFILLED,$754.01
ORD0001451,1025,1,12/22/2022,12/26/2022,RETURNED,$591.54
ORD0060382,2287,1,06/02/2022,06/07/2022,FULFILLED,$741.77
ORD0032658,861,1,04/28/2022,04/29/2022,FULFILLED,$338.80
ORD0007112,1946,1,04/07/2022,04/11/2022,FULFILLED,$558.75
ORD0021755,525,1,12/22/2022,12/26/2022,FULFILLED,$179.82
ORD0052879,1282,1,06/29/2022,07/04/2022,FULFILLED,$688.09
ORD0006481,793,1,10/15/2022,10/18/2022,FULFILLED,$151.20
ORD0033924,1043,1,04/08/2022,04/09/2022,FULFILLED,$449.05
ORD0013026,1274,1,01/14/2022,01/15/2022,RETURNED,"$1,517.45"
ORD0054422,433,1,03/02/2022,03/05/2022,FULFILLED,$977.21
ORD0036584,1112,1,02/09/2022,02/14/2022,FULFILLED,"$1,733.90"
ORD0006036,658,1,09/26/2022,10/01/2022,FULFILLED,$218.64
ORD0021294,1936,1,08/03/2022,08/04/2022,FULFILLED,"$2,385.36"
ORD0066345,96,1,03/08/2022,03/09/2022,FULFILLED,"$1,468.40"
ORD0071404,641,1,09/20/2022,09/25/2022,FULFILLED,$175.40
ORD0030899,1226,1,02/18/2022,02/22/2022,FULFILLED,$811.31
ORD0049566,1415,1,05/07/2022,05/10/2022,FULFILLED,$702.33
ORD0009530,1192,1,09/27/2022,10/02/2022,FULFILLED,$376.90
ORD0060053,473,1,05/26/2022,05/27/2022,FULFILLED,$145.26
ORD0014518,14,1,03/14/2022,03/19/2022,FULFILLED,$845.19
ORD0058111,110,1,06/20/2022,06/22/2022,FULFILLED,$146.20
ORD0067976,1815,1,10/31/2022,11/03/2022,FULFILLED,$129.71
ORD0022123,1671,1,02/16/2022,02/21/2022,FULFILLED,$8.92
ORD0021254,598,1,08/25/2022,08/28/2022,FULFILLED,$374.04
ORD0039336,611,1,08/05/2022,08/09/2022,FULFILLED,$177.24
ORD0048847,1265,1,12/24/2022,12/25/2022,FULFILLED,$366.95
ORD0041796,584,1,11/10/2022,11/13/2022,FULFILLED,$59.02
ORD0071501,2411,1,12/24/2022,12/25/2022,FULFILLED,$632.47
ORD0065050,581,1,08/17/2022,08/20/2022,FULFILLED,$535.76
ORD0008281,710,1,03/18/2022,,CANCELLED,$34.38
ORD0043011,22,1,09/05/2022,09/10/2022,FULFILLED,"$1,626.73"
ORD0054823,2272,1,10/19/2022,10/21/2022,FULFILLED,$112.05
ORD0010825,108,1,05/05/2022,05/06/2022,FULFILLED,"$1,300.41"
ORD0064453,1538,1,11/21/2022,11/25/2022,FULFILLED,$635.69
ORD0047246,1450,1,03/17/2022,03/19/2022,FULFILLED,$249.75
ORD0019406,1794,1,11/22/2022,11/24/2022,FULFILLED,"$1,888.61"
ORD0026680,116,1,04/12/2022,04/14/2022,FULFILLED,$451.14
ORD0071285,1929,1,09/08/2022,09/12/2022,FULFILLED,"$1,602.63"
ORD0054204,2308,1,09/10/2022,09/13/2022,FULFILLED,$560.01
ORD0051673,2467,1,04/21/2022,,CANCELLED,"$1,364.33"
ORD0046579,2087,1,11/23/2022,11/24/2022,FULFILLED,"$3,715.65"
ORD0044599,519,1,06/09/2022,06/11/2022,FULFILLED,"$1,149.95"
ORD0003599,1107,1,10/15/2022,10/20/2022,FULFILLED,"$3,638.26"
ORD0029948,811,1,04/06/2022,04/09/2022,FULFILLED,"$3,027.88"
ORD0000205,459,1,03/14/2022,03/17/2022,FULFILLED,"$1,852.69"
ORD0008390,1539,1,08/24/2022,08/27/2022,FULFILLED,$189.20
ORD0027950,981,1,06/25/2022,06/29/2022,FULFILLED,$33.48
ORD0060280,268,1,10/29/2022,11/02/2022,FULFILLED,"$1,213.65"
ORD0064029,1495,1,09/13/2022,09/17/2022,FULFILLED,$504.20
ORD0064392,925,1,10/28/2022,11/01/2022,FULFILLED,$45.00
ORD0049860,2370,1,10/14/2022,,CANCELLED,$154.08
ORD0057048,1147,1,10/20/2022,10/22/2022,FULFILLED,$639.21
ORD0026503,2014,1,07/13/2022,07/17/2022,FULFILLED,$146.22
ORD0002121,2319,1,03/24/2022,03/25/2022,FULFILLED,$318.19
ORD0067125,596,1,04/27/2022,04/30/2022,FULFILLED,"$2,077.82"
ORD0003441,1332,1,10/27/2022,11/01/2022,FULFILLED,$241.57
ORD0027865,1280,1,04/30/2022,05/02/2022,FULFILLED,"$1,583.50"
ORD0005640,164,1,10/24/2022,10/29/2022,FULFILLED,$287.71
ORD0013858,174,1,09/08/2022,09/09/2022,FULFILLED,"$3,444.51"
ORD0017309,574,1,09/22/2022,09/25/2022,FULFILLED,$665.51
ORD0043392,1597,1,05/06/2022,,CANCELLED,"$1,919.30"
ORD0012119,183,1,02/10/2022,02/12/2022,FULFILLED,$536.37
ORD0015304,782,1,07/29/2022,07/31/2022,FULFILLED,$836.84
ORD0060803,1229,1,11/15/2022,11/16/2022,FULFILLED,$519.00
ORD0037502,820,1,09/01/2022,09/02/2022,FULFILLED,"$1,183.58"
ORD0003948,106,1,03/17/2022,03/20/2022,FULFILLED,$111.57
ORD0066855,1514,1,02/11/2022,02/12/2022,FULFILLED,$401.95
ORD0020826,11,1,09/30/2022,10/04/2022,FULFILLED,$612.13
ORD0037863,2425,1,01/19/2022,01/23/2022,FULFILLED,$517.33
ORD0036867,621,1,02/03/2022,02/05/2022,FULFILLED,"$6,956.79"
ORD0028033,1834,1,08/10/2022,08/15/2022,FULFILLED,"$1,326.31"
ORD0070246,2053,1,07/26/2022,07/29/2022,FULFILLED,$30.15
ORD0056740,2035,1,07/04/2022,07/06/2022,FULFILLED,$585.04
ORD0022728,573,1,09/12/2022,09/17/2022,FULFILLED,$217.76
ORD0030906,1988,1,05/30/2022,06/04/2022,FULFILLED,$49.39
ORD0017325,183,1,05/16/2022,05/18/2022,FULFILLED,"$1,233.76"
ORD0053035,684,1,08/20/2022,08/25/2022,FULFILLED,$978.36
ORD0058643,422,1,02/25/2022,03/02/2022,FULFILLED,"$2,288.53"
ORD0032489,2102,1,04/29/2022,04/30/2022,FULFILLED,"$1,677.28"
ORD0070070,751,1,06/03/2022,06/08/2022,FULFILLED,"$1,545.70"
ORD0012267,639,1,08/31/2022,09/05/2022,FULFILLED,"$1,343.71"
ORD0038168,2320,1,04/21/2022,04/26/2022,FULFILLED,$78.30
ORD0011243,2121,1,01/22/2022,01/25/2022,FULFILLED,$514.02
ORD0015380,618,1,11/03/2022,11/05/2022,FULFILLED,$130.34
ORD0059139,1003,1,07/14/2022,07/18/2022,FULFILLED,$738.09
ORD0056822,494,1,03/09/2022,03/14/2022,FULFILLED,$179.32
ORD0025991,2358,1,07/14/2022,07/18/2022,FULFILLED,"$1,507.41"
ORD0024815,1648,1,02/07/2022,02/10/2022,FULFILLED,$142.02
ORD0060121,1520,1,04/01/2022,04/06/2022,FULFILLED,$597.33
ORD0038611,437,1,04/12/2022,04/17/2022,FULFILLED,$227.76
ORD0057252,1329,1,03/22/2022,03/24/2022,FULFILLED,$828.28
ORD0050247,687,1,12/12/2022,12/14/2022,FULFILLED,"$1,672.52"
ORD0043361,401,1,02/11/2022,,CANCELLED,"$1,512.71"
ORD0023916,460,1,03/06/2022,03/10/2022,FULFILLED,$538.61
ORD0015489,424,1,07/12/2022,07/16/2022,FULFILLED,$106.35
ORD0007644,1777,1,11/20/2022,11/22/2022,FULFILLED,$39.05
ORD0040028,1628,1,12/26/2022,12/31/2022,FULFILLED,$68.88
ORD0001658,2490,1,02/07/2022,02/08/2022,FULFILLED,$409.31
ORD0061981,2354,1,11/17/2022,11/22/2022,FULFILLED,$307.80
ORD0052478,651,1,05/31/2022,,CANCELLED,$254.03
ORD0015854,334,1,01/27/2022,01/28/2022,FULFILLED,$135.98
ORD0065140,2113,1,04/22/2022,04/26/2022,FULFILLED,"$1,239.27"
ORD0058041,830,1,05/11/2022,05/14/2022,FULFILLED,"$2,384.68"
ORD0069800,2168,1,06/21/2022,06/22/2022,FULFILLED,$8.60
ORD0036044,521,1,10/17/2022,10/21/2022,FULFILLED,$533.43
ORD0040759,2009,1,03/15/2022,03/17/2022,FULFILLED,$604.81
ORD0030760,2351,1,09/15/2022,09/16/2022,FULFILLED,$912.16
ORD0043229,2113,1,04/22/2022,04/25/2022,FULFILLED,"$1,377.10"
ORD0023297,547,1,02/15/2022,02/17/2022,FULFILLED,$749.52
ORD0011944,1064,1,01/05/2022,01/10/2022,FULFILLED,$679.28
ORD0026266,1745,1,11/11/2022,11/15/2022,FULFILLED,"$1,214.74"
ORD0019048,1771,1,12/05/2022,12/06/2022,FULFILLED,$179.46
ORD0059682,780,1,07/27/2022,08/01/2022,FULFILLED,$518.66
ORD0010148,1880,1,01/31/2022,02/02/2022,FULFILLED,$42.39
ORD0046583,1596,1,05/17/2022,05/20/2022,FULFILLED,"$1,109.59"
ORD0025360,452,1,03/20/2022,03/22/2022,FULFILLED,"$1,215.18"
ORD0038805,1324,1,09/20/2022,09/22/2022,FULFILLED,$588.94
ORD0022066,207,1,10/26/2022,10/27/2022,FULFILLED,"$1,378.17"
ORD0043286,807,1,11/29/2022,11/30/2022,FULFILLED,$327.98
ORD0021816,491,1,02/03/2022,02/05/2022,FULFILLED,$92.98
ORD0004924,1020,1,10/17/2022,10/18/2022,FULFILLED,$455.92
ORD0036374,852,1,01/10/2022,01/14/2022,FULFILLED,$827.10
ORD0011985,1882,1,08/11/2022,08/16/2022,FULFILLED,$247.04
ORD0045705,1854,1,09/07/2022,09/10/2022,FULFILLED,"$1,398.78"
ORD0027182,1145,1,08/23/2022,08/25/2022,FULFILLED,$643.06
ORD0069630,397,1,06/12/2022,06/17/2022,FULFILLED,$956.39
ORD0014276,1206,1,10/24/2022,10/26/2022,FULFILLED,$619.03
ORD0054471,2057,1,10/27/2022,10/30/2022,FULFILLED,"$3,431.58"
ORD0038221,2352,1,12/23/2022,12/26/2022,FULFILLED,$593.16
ORD0020048,398,1,08/22/2022,08/23/2022,FULFILLED,"$1,687.14"
ORD0042396,2373,1,08/07/2022,08/08/2022,RETURNED,"$1,685.68"
ORD0027824,1457,1,09/27/2022,09/28/2022,FULFILLED,$827.09
ORD0040252,1688,1,06/30/2022,07/01/2022,FULFILLED,"$2,151.04"
ORD0055946,2490,1,11/08/2022,11/09/2022,FULFILLED,"$1,797.42"
ORD0003511,670,1,11/29/2022,12/02/2022,FULFILLED,$495.46
ORD0012844,2185,1,11/09/2022,11/11/2022,FULFILLED,"$1,825.79"
ORD0022665,1887,1,04/01/2022,04/06/2022,FULFILLED,"$1,212.01"
ORD0021389,1390,1,08/26/2022,08/27/2022,FULFILLED,$201.89
ORD0006280,1377,1,07/24/2022,07/29/2022,FULFILLED,$195.20
ORD0041118,2112,1,10/28/2022,10/31/2022,FULFILLED,$486.00
ORD0051070,1986,1,10/31/2022,11/05/2022,FULFILLED,$119.74
ORD0036784,2428,1,10/14/2022,10/17/2022,FULFILLED,"$1,679.85"
ORD0004279,2308,1,09/06/2022,09/10/2022,FULFILLED,"$1,780.69"
ORD0010297,1722,1,02/28/2022,03/03/2022,FULFILLED,$675.34
ORD0052308,882,1,01/11/2022,01/14/2022,FULFILLED,$392.36
ORD0026598,1742,1,06/03/2022,06/06/2022,FULFILLED,"$1,153.92"
ORD0050505,776,1,10/10/2022,10/13/2022,FULFILLED,$575.11
ORD0057145,1473,1,09/19/2022,09/20/2022,FULFILLED,"$3,545.58"
ORD0039556,1667,1,03/02/2022,03/04/2022,RETURNED,$600.36
ORD0057946,2028,1,06/30/2022,07/02/2022,FULFILLED,$567.37
ORD0002054,1978,1,10/12/2022,10/17/2022,FULFILLED,$762.78
ORD0043449,2397,1,03/01/2022,03/03/2022,FULFILLED,"$1,685.49"
ORD0036734,1315,1,10/07/2022,10/08/2022,FULFILLED,$588.64
ORD0034484,23,1,04/01/2022,04/06/2022,FULFILLED,$856.73
ORD0021870,529,1,09/02/2022,09/06/2022,FULFILLED,$823.71
ORD0029177,1126,1,11/17/2022,11/21/2022,FULFILLED,"$1,329.87"
ORD0034591,1959,1,10/19/2022,10/20/2022,RETURNED,$602.98
ORD0063902,1060,1,05/09/2022,05/11/2022,FULFILLED,$444.69
ORD0023469,760,1,01/01/2022,01/02/2022,FULFILLED,$163.54
ORD0000787,811,1,03/09/2022,03/10/2022,FULFILLED,$325.91
ORD0022887,2005,1,12/14/2022,12/19/2022,FULFILLED,"$1,382.02"
ORD0050899,1901,1,09/28/2022,09/29/2022,FULFILLED,$816.69
ORD0064991,2456,1,09/19/2022,09/24/2022,FULFILLED,$294.10
ORD0024523,697,1,07/27/2022,08/01/2022,FULFILLED,$708.86
ORD0050488,973,1,03/04/2022,03/09/2022,FULFILLED,$940.50
ORD0063044,2483,1,10/10/2022,10/14/2022,FULFILLED,"$1,406.43"
ORD0031095,1091,1,06/30/2022,07/02/2022,FULFILLED,$777.17
ORD0055815,947,1,04/01/2022,04/05/2022,RETURNED,"$1,549.57"
ORD0032062,2369,1,02/15/2022,02/20/2022,FULFILLED,"$1,583.23"
ORD0027983,479,1,08/01/2022,08/04/2022,FULFILLED,$412.29
ORD0064103,274,1,06/29/2022,06/30/2022,FULFILLED,$302.82
ORD0071633,526,1,12/14/2022,12/15/2022,FULFILLED,"$1,044.14"
ORD0012256,1601,1,07/13/2022,07/17/2022,FULFILLED,$734.62
ORD0041474,227,1,12/16/2022,12/18/2022,FULFILLED,"$1,892.23"
ORD0066641,820,1,09/19/2022,09/21/2022,FULFILLED,"$1,673.94"
ORD0055039,684,1,07/29/2022,08/01/2022,FULFILLED,$873.24
ORD0054562,1379,1,08/15/2022,08/20/2022,FULFILLED,$804.23
ORD0048911,1952,1,10/06/2022,10/09/2022,FULFILLED,"$1,387.11"
ORD0034558,1766,1,12/27/2022,12/30/2022,FULFILLED,$277.92
ORD0062960,1930,1,07/06/2022,07/11/2022,FULFILLED,$448.43
ORD0010535,1782,1,11/18/2022,11/21/2022,FULFILLED,$296.80
ORD0019050,2028,1,12/19/2022,12/22/2022,FULFILLED,"$1,262.27"
ORD0008069,1100,1,05/29/2022,06/01/2022,FULFILLED,$11.82
ORD0025900,50,1,02/28/2022,03/01/2022,FULFILLED,"$1,016.93"
ORD0010472,1916,1,06/29/2022,07/02/2022,FULFILLED,$512.58
ORD0066624,1412,1,05/24/2022,05/26/2022,FULFILLED,"$1,174.29"
ORD0056151,2107,1,01/12/2022,01/16/2022,FULFILLED,"$1,322.79"
ORD0067687,1918,1,10/25/2022,10/29/2022,FULFILLED,$909.94
ORD0057057,1042,1,04/01/2022,04/05/2022,RETURNED,$913.10
ORD0011415,2082,1,04/08/2022,04/10/2022,FULFILLED,"$1,063.22"
ORD0025765,1579,1,04/11/2022,04/15/2022,FULFILLED,$580.87
ORD0000318,195,1,10/25/2022,10/27/2022,FULFILLED,$264.84
ORD0052015,642,1,07/29/2022,08/03/2022,FULFILLED,$345.28
ORD0061498,577,1,10/14/2022,10/15/2022,FULFILLED,"$1,032.18"
ORD0008485,1828,1,10/25/2022,10/29/2022,FULFILLED,$813.35
ORD0014311,1098,1,10/27/2022,10/28/2022,FULFILLED,$519.89
ORD0023985,564,1,01/10/2022,01/13/2022,FULFILLED,$496.24
ORD0005445,2352,1,09/23/2022,09/24/2022,FULFILLED,"$1,636.10"
ORD0016808,1512,1,09/09/2022,09/11/2022,FULFILLED,$740.62
ORD0067592,2031,1,12/29/2022,12/31/2022,FULFILLED,$589.19
ORD0059233,1068,1,02/25/2022,02/26/2022,FULFILLED,$822.35
ORD0049613,460,1,03/05/2022,03/07/2022,FULFILLED,$737.32
ORD0045171,624,1,09/12/2022,09/16/2022,FULFILLED,"$1,286.52"
ORD0020495,1861,1,02/04/2022,02/05/2022,FULFILLED,$514.27
ORD0018345,1087,1,09/28/2022,09/30/2022,FULFILLED,$776.64
ORD0034090,2158,1,03/09/2022,03/14/2022,FULFILLED,$657.10
ORD0006004,1329,1,10/12/2022,10/13/2022,FULFILLED,"$1,467.16"
ORD0024342,2238,1,07/22/2022,07/27/2022,FULFILLED,"$1,273.45"
ORD0047119,123,1,11/11/2022,11/14/2022,FULFILLED,$371.13
ORD0030711,1390,1,06/30/2022,07/05/2022,FULFILLED,$612.19
ORD0015639,723,1,07/12/2022,07/14/2022,FULFILLED,$906.69
ORD0000949,1980,1,11/09/2022,,CANCELLED,$106.61
ORD0039733,181,1,07/21/2022,07/23/2022,FULFILLED,$410.01
ORD0011602,1938,1,12/22/2022,12/26/2022,FULFILLED,"$1,475.18"
ORD0004429,134,1,11/07/2022,11/09/2022,FULFILLED,$371.63
ORD0046141,184,1,06/19/2022,06/22/2022,FULFILLED,$446.16
ORD0033640,943,1,05/17/2022,05/18/2022,FULFILLED,"$1,156.58"
ORD0055214,349,1,02/02/2022,02/03/2022,FULFILLED,$392.63
ORD0056999,1001,1,03/07/2022,03/10/2022,FULFILLED,$230.00
ORD0064826,247,1,09/22/2022,09/23/2022,FULFILLED,$577.36
ORD0032793,1910,1,10/11/2022,10/12/2022,FULFILLED,"$1,231.64"
ORD0026959,1156,1,08/19/2022,08/21/2022,FULFILLED,"$1,031.07"
ORD0023458,349,1,06/24/2022,06/29/2022,FULFILLED,"$1,556.50"
ORD0045893,2484,1,04/14/2022,04/18/2022,FULFILLED,"$1,204.76"
ORD0024991,1457,1,01/30/2022,02/04/2022,FULFILLED,"$1,534.70"
ORD0003805,1943,1,04/25/2022,04/29/2022,FULFILLED,$841.11
ORD0043260,882,1,04/15/2022,04/17/2022,FULFILLED,$954.90
ORD0025612,2389,1,05/16/2022,05/18/2022,FULFILLED,$446.88
ORD0025966,2460,1,09/27/2022,09/29/2022,FULFILLED,$726.15
ORD0011786,1904,1,03/31/2022,04/03/2022,FULFILLED,"$1,771.02"
ORD0010867,1852,1,08/11/2022,08/12/2022,FULFILLED,$534.70
ORD0000714,1477,1,06/30/2022,07/01/2022,FULFILLED,"$1,131.06"
ORD0068763,1601,1,05/17/2022,05/22/2022,FULFILLED,$299.47
ORD0024246,1760,1,11/01/2022,11/02/2022,FULFILLED,$467.50
ORD0007234,1246,1,11/23/2022,11/24/2022,FULFILLED,"$1,668.12"
ORD0070904,188,1,05/30/2022,06/04/2022,FULFILLED,$956.82
ORD0003162,766,1,10/24/2022,10/29/2022,FULFILLED,$486.46
ORD0021494,2015,1,08/30/2022,09/01/2022,FULFILLED,"$1,025.25"
ORD0017668,1898,1,08/09/2022,08/11/2022,FULFILLED,$497.71
ORD0034782,78,1,07/18/2022,07/22/2022,FULFILLED,$851.16
ORD0033524,897,1,07/01/2022,07/02/2022,FULFILLED,$681.66
ORD0029147,1786,1,07/04/2022,07/08/2022,FULFILLED,$854.88
ORD0069981,1849,1,11/01/2022,11/04/2022,FULFILLED,$771.32
ORD0001545,865,1,12/22/2022,12/25/2022,FULFILLED,$35.08
ORD0036837,2233,1,10/13/2022,10/17/2022,FULFILLED,$950.47
ORD0026327,57,1,08/31/2022,09/01/2022,RETURNED,"$1,443.73"
ORD0051332,351,1,12/10/2022,12/12/2022,FULFILLED,$95.10
ORD0058489,874,1,06/09/2022,06/14/2022,FULFILLED,$525.01
ORD0057934,103,1,12/28/2022,12/30/2022,FULFILLED,$430.25
ORD0019391,464,1,02/07/2022,02/12/2022,FULFILLED,$354.40
ORD0039853,433,1,03/15/2022,03/20/2022,FULFILLED,"$2,394.76"
ORD0024225,2018,1,10/25/2022,10/30/2022,FULFILLED,"$1,004.15"
ORD0070272,684,1,10/21/2022,10/25/2022,RETURNED,"$1,866.37"
ORD0052551,2291,1,08/20/2022,08/25/2022,FULFILLED,$267.06
ORD0059997,1122,1,06/28/2022,07/02/2022,FULFILLED,"$1,196.05"
ORD0045444,1325,1,12/29/2022,12/31/2022,FULFILLED,$229.76
ORD0054023,950,1,11/19/2022,11/20/2022,FULFILLED,$756.50
ORD0065836,1726,1,08/26/2022,08/28/2022,FULFILLED,"$3,946.06"
ORD0051140,453,1,06/20/2022,06/24/2022,FULFILLED,$922.95
ORD0056290,424,1,10/01/2022,10/06/2022,RETURNED,$154.40
ORD0057938,523,1,01/07/2022,01/11/2022,FULFILLED,$66.60
ORD0000819,165,1,05/06/2022,05/11/2022,FULFILLED,$515.41
ORD0044585,774,1,03/03/2022,03/06/2022,FULFILLED,$793.36
ORD0032965,2182,1,04/06/2022,04/07/2022,RETURNED,$725.88
ORD0065119,1490,1,10/11/2022,10/15/2022,FULFILLED,$806.75
ORD0045696,726,1,08/30/2022,09/04/2022,FULFILLED,"$1,145.81"
ORD0060208,429,1,08/16/2022,08/18/2022,FULFILLED,"$1,949.07"
ORD0067230,413,1,04/11/2022,04/15/2022,FULFILLED,"$1,019.52"
ORD0050002,629,1,10/06/2022,10/09/2022,FULFILLED,"$1,120.44"
ORD0065941,479,1,02/08/2022,02/13/2022,FULFILLED,$793.36
ORD0062459,339,1,05/28/2022,05/30/2022,FULFILLED,$861.03
ORD0034567,2466,1,11/11/2022,11/15/2022,FULFILLED,$358.05
ORD0052832,1730,1,07/29/2022,08/03/2022,FULFILLED,"$1,378.10"
ORD0038947,1093,1,03/17/2022,03/19/2022,FULFILLED,$460.35
ORD0033035,1311,1,10/05/2022,,CANCELLED,"$1,335.27"
ORD0019521,334,1,01/04/2022,01/07/2022,FULFILLED,$411.98
ORD0019740,1887,1,04/26/2022,04/29/2022,FULFILLED,"$1,712.48"
ORD0050281,1021,1,01/21/2022,01/22/2022,RETURNED,$379.47
ORD0034256,16,1,07/17/2022,07/20/2022,FULFILLED,$405.30
ORD0022800,2337,1,10/05/2022,10/10/2022,FULFILLED,$525.43
ORD0000640,1398,1,12/29/2022,01/01/2023,FULFILLED,$557.52
ORD0003143,423,1,04/26/2022,04/30/2022,FULFILLED,$481.63
ORD0050611,2330,1,02/11/2022,02/15/2022,FULFILLED,"$1,000.16"
ORD0033533,1661,1,12/03/2022,12/06/2022,RETURNED,$560.89
ORD0027593,1164,1,06/17/2022,06/22/2022,FULFILLED,"$1,003.20"
ORD0005863,1259,1,11/21/2022,11/25/2022,FULFILLED,"$1,497.89"
ORD0070546,2488,1,06/01/2022,06/05/2022,FULFILLED,$700.16
ORD0035954,759,1,11/30/2022,,CANCELLED,$579.03
ORD0029106,711,1,03/25/2022,03/30/2022,FULFILLED,"$2,006.97"
ORD0036174,1114,1,03/15/2022,03/17/2022,FULFILLED,$832.06
ORD0049611,1354,1,03/23/2022,03/28/2022,FULFILLED,$568.52
ORD0066857,1517,1,06/14/2022,06/16/2022,FULFILLED,$453.18
ORD0045975,292,1,03/15/2022,03/20/2022,FULFILLED,"$2,103.32"
ORD0064454,2240,1,02/16/2022,02/17/2022,FULFILLED,$133.69
ORD0001872,563,1,09/13/2022,09/16/2022,FULFILLED,"$2,140.09"
ORD0051042,2061,1,12/17/2022,12/19/2022,FULFILLED,"$1,145.84"
ORD0010314,1394,1,04/24/2022,04/29/2022,FULFILLED,$44.88
ORD0060982,97,1,04/23/2022,04/27/2022,FULFILLED,$347.84
ORD0068938,87,1,06/15/2022,06/17/2022,FULFILLED,$399.09
ORD0027506,608,1,05/12/2022,05/13/2022,FULFILLED,$972.46
ORD0057866,1678,1,12/10/2022,12/12/2022,FULFILLED,"$1,688.56"
ORD0037989,480,1,06/06/2022,06/10/2022,FULFILLED,$569.90
ORD0049787,1870,1,05/10/2022,,CANCELLED,$312.23
ORD0018646,2095,1,10/23/2022,10/27/2022,FULFILLED,$451.50
ORD0036487,1679,1,12/30/2022,12/31/2022,FULFILLED,$117.36
ORD0046623,2191,1,08/10/2022,08/12/2022,FULFILLED,"$2,058.81"
ORD0069728,351,1,05/10/2022,05/14/2022,FULFILLED,"$1,443.92"
ORD0019130,505,1,11/16/2022,11/20/2022,FULFILLED,$300.15
ORD0010441,219,1,11/29/2022,12/04/2022,FULFILLED,$140.00
ORD0007747,687,1,03/21/2022,03/22/2022,FULFILLED,$564.48
ORD0005767,1136,1,04/28/2022,04/29/2022,FULFILLED,$656.81
ORD0023748,1556,1,06/16/2022,06/21/2022,FULFILLED,"$1,519.10"
ORD0011692,592,1,08/09/2022,08/11/2022,FULFILLED,$555.08
ORD0034417,2275,1,06/14/2022,06/17/2022,FULFILLED,"$4,227.03"
ORD0029502,1496,1,12/23/2022,12/24/2022,FULFILLED,$705.08
ORD0043134,1707,1,06/03/2022,06/05/2022,FULFILLED,$898.72
ORD0057510,114,1,02/02/2022,02/04/2022,FULFILLED,$262.70
ORD0059826,1597,1,06/23/2022,06/28/2022,FULFILLED,$593.80
ORD0047718,2110,1,08/24/2022,08/28/2022,FULFILLED,$443.99
ORD0049339,197,1,05/11/2022,05/14/2022,FULFILLED,$472.92
ORD0015437,244,1,01/15/2022,01/18/2022,FULFILLED,$320.61
ORD0052526,733,1,01/12/2022,01/16/2022,FULFILLED,$115.46
ORD0054616,1492,1,01/13/2022,01/14/2022,FULFILLED,$120.06
ORD0000333,1916,1,01/31/2022,02/02/2022,FULFILLED,$65.30
ORD0031380,1939,1,09/23/2022,09/26/2022,FULFILLED,$209.35
ORD0039554,2111,1,01/04/2022,01/05/2022,FULFILLED,"$1,025.38"
ORD0064099,1863,1,01/11/2022,01/16/2022,FULFILLED,"$1,443.20"
ORD0063328,1299,1,05/20/2022,05/22/2022,FULFILLED,$756.17
ORD0070953,64,1,01/06/2022,01/10/2022,FULFILLED,$284.95
ORD0007889,88,1,09/24/2022,09/28/2022,FULFILLED,$225.90
ORD0040862,822,1,09/29/2022,10/01/2022,FULFILLED,$861.84
ORD0021413,2241,1,09/15/2022,09/17/2022,RETURNED,$283.80
ORD0048484,1712,1,03/11/2022,03/14/2022,FULFILLED,$502.93
ORD0060201,1645,1,05/08/2022,05/12/2022,FULFILLED,$505.83
ORD0046323,1286,1,02/21/2022,02/24/2022,FULFILLED,$588.24
ORD0026806,1396,1,12/23/2022,12/28/2022,FULFILLED,"$1,326.66"
ORD0053075,944,1,04/08/2022,04/09/2022,FULFILLED,$421.07
ORD0050176,151,1,11/29/2022,11/30/2022,FULFILLED,$350.53
ORD0059103,1123,1,07/10/2022,07/11/2022,FULFILLED,$64.46
ORD0051723,94,1,02/11/2022,02/15/2022,FULFILLED,$259.96
ORD0048016,1384,1,06/09/2022,06/10/2022,FULFILLED,"$1,467.55"
